DATE,STLFSI2
2020-03-27,5.0588
2020-04-03,2.5564
2020-04-10,2.0685
2020-04-17,1.3385
2020-04-24,2.0012
2020-05-01,0.8886
2020-05-08,0.6306
2020-05-15,0.6344
2020-05-22,0.1311
2020-05-29,-0.1069
2020-06-05,-0.3886
2020-06-12,0.0139
2020-06-19,0.2385
2020-06-26,0.2764
2020-07-03,0.1846
2020-07-10,-0.1185
2020-07-17,-0.1513
2020-07-24,-0.4422
2020-07-31,-0.2692
2020-08-07,-0.3880
2020-08-14,-0.4461
2020-08-21,-0.2326
2020-08-28,-0.4535
2020-09-04,-0.2993
2020-09-11,-0.1158
2020-09-18,-0.3634
2020-09-25,0.0255
2020-10-02,-0.3388
2020-10-09,-0.4976
2020-10-16,-0.3365
2020-10-23,-0.2641
2020-10-30,0.1243
2020-11-06,-0.3706
2020-11-13,-0.8128
2020-11-20,-0.4516
2020-11-27,-0.6313
2020-12-04,-0.6678
2020-12-11,-0.6010
2020-12-18,-0.5354
2020-12-25,-0.5643
2021-01-01,-0.6821
2021-01-08,-0.6725
2021-01-15,-0.7221
2021-01-22,-0.7264
2021-01-29,-0.4337
2021-02-05,-0.7498
2021-02-12,-0.9040
2021-02-19,-0.7836
2021-02-26,-0.5717
2021-03-05,-0.5512
2021-03-12,-0.6464
2021-03-19,-0.6747
2021-03-26,-0.6949
2021-04-02,-0.8001
2021-04-09,-0.9112
2021-04-16,-0.8583
2021-04-23,-0.7976
2021-04-30,-0.9154
2021-05-07,-0.9330
2021-05-14,-0.8586
2021-05-21,-0.8468
2021-05-28,-0.9668
2021-06-04,-1.0013
2021-06-11,-0.9783
2021-06-18,-0.9230
2021-06-25,-0.9748
2021-07-02,-1.0181
2021-07-09,-0.8913
2021-07-16,-0.9807
2021-07-23,-0.7332
